Nombre Jugador,Enlace TM,Temporada,Fecha,Último club,Nuevo club,Valor de mercado,Coste
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,16/17,01/07/2016,Compostela B,SD Negreira,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,17/18,01/07/2017,SD Negreira,Órdenes,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,19/20,01/07/2019,Órdenes,CD Boiro,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,20/21,01/01/2021,CD Boiro,Estudiantil,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,17/18,01/07/2017,SD Negreira,Órdenes,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,13/14,01/07/2013,Depor Juvenil A,Deportivo B,-,-
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,14/15,01/07/2014,Deportivo B,CD Boiro,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,14/15,01/01/2015,CD Boiro,Órdenes,-,?
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,21/22,01/07/2021,Estudiantil,Casino Arzúa,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,20/21,01/01/2021,CD Boiro,Estudiantil,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,21/22,01/07/2021,Estudiantil,Casino Arzúa,-,Libre
Chiño,https://www.transfermarkt.es/chino/transfers/spieler/393524,15/16,01/07/2015,Órdenes,Compostela B,-,?
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,19/20,22/01/2020,SD Leioa,Mérida AD,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,11/07/2014,CCD Cerceda,Lucena,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,14/01/2015,Lucena,Pogon Siedlce,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,14/08/2015,Pogon Siedlce,CF Gavà,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,29/01/2016,CF Gavà,Jumilla,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,04/09/2017,Jumilla,Sanluqueño,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,22/01/2018,Sanluqueño,Lorca Deportiva,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,18/19,24/07/2018,Lorca Deportiva,SD Leioa,100.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,19/20,22/01/2020,SD Leioa,Mérida AD,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,01/07/2022,Mérida AD,CE L'Hospitalet,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,26/01/2023,CE L'Hospitalet,Sin equipo,-,-
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,11/10/2013,Arroyo CP,Xerez CD,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,24/01/2014,Xerez CD,CCD Cerceda,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,14/01/2015,Lucena,Pogon Siedlce,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,14/08/2015,Pogon Siedlce,CF Gavà,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,29/01/2016,CF Gavà,Jumilla,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,11/07/2014,CCD Cerceda,Lucena,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,24/01/2014,Xerez CD,CCD Cerceda,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,04/09/2017,Jumilla,Sanluqueño,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,22/01/2018,Sanluqueño,Lorca Deportiva,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,26/01/2023,CE L'Hospitalet,Sin equipo,-,-
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,01/07/2022,Mérida AD,CE L'Hospitalet,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,11/10/2013,Arroyo CP,Xerez CD,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,18/19,24/07/2018,Lorca Deportiva,SD Leioa,100.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,24/01/2014,Xerez CD,CCD Cerceda,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,11/10/2013,Arroyo CP,Xerez CD,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,11/07/2014,CCD Cerceda,Lucena,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,19/20,22/01/2020,SD Leioa,Mérida AD,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,18/19,24/07/2018,Lorca Deportiva,SD Leioa,100.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,22/01/2018,Sanluqueño,Lorca Deportiva,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,04/09/2017,Jumilla,Sanluqueño,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,29/01/2016,CF Gavà,Jumilla,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,14/08/2015,Pogon Siedlce,CF Gavà,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,11/10/2013,Arroyo CP,Xerez CD,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,13/14,24/01/2014,Xerez CD,CCD Cerceda,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,14/01/2015,Lucena,Pogon Siedlce,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,01/07/2022,Mérida AD,CE L'Hospitalet,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,26/01/2023,CE L'Hospitalet,Sin equipo,-,-
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,18/19,24/07/2018,Lorca Deportiva,SD Leioa,100.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,11/07/2014,CCD Cerceda,Lucena,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,14/15,14/01/2015,Lucena,Pogon Siedlce,-,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,26/01/2023,CE L'Hospitalet,Sin equipo,-,-
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,14/08/2015,Pogon Siedlce,CF Gavà,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,15/16,29/01/2016,CF Gavà,Jumilla,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,22/23,01/07/2022,Mérida AD,CE L'Hospitalet,50.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,19/20,22/01/2020,SD Leioa,Mérida AD,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,04/09/2017,Jumilla,Sanluqueño,200.000€,Libre
Chirri Monje,https://www.transfermarkt.es/chirri-monje/transfers/spieler/92951,17/18,22/01/2018,Sanluqueño,Lorca Deportiva,-,Libre
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,22/23,31/01/2023,Juve Stabia,Unionistas CF,300.000€,Libre
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,21/22,10/09/2021,Sin equipo,Colo Colo,350.000€,-
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,13/14,01/07/2013,KAS Eupen,Waasl.-Beveren,400.000€,Libre
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,14/15,26/07/2014,Waasl.-Beveren,NEC Nijmegen,250.000€,Libre
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,16/17,12/07/2016,NEC Nijmegen,Alavés,2.000.000€,Libre
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,20/21,03/09/2020,RC Deportivo,VfL Osnabrück,475.000€,Libre
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,21/22,01/07/2021,VfL Osnabrück,Sin equipo,350.000€,-
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,22/23,01/07/2022,Colo Colo,Sin equipo,300.000€,-
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,18/19,01/07/2018,Alavés,RC Deportivo,1.000.000€,Libre
Christian Santos,https://www.transfermarkt.es/christian-santos/transfers/spieler/50487,22/23,12/10/2022,Sin equipo,Juve Stabia,300.000€,-
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,20/21,01/07/2020,Depor Juvenil A,Ural CF Juv. A,-,Libre
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,20/21,01/07/2020,Depor Juvenil A,Ural CF Juv. A,-,Libre
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,21/22,01/07/2021,Ural CF Juv. A,Compostela J. A,-,Libre
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,22/23,20/07/2022,Compostela J. A,Sigüeiro,-,-
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,22/23,20/07/2022,Compostela J. A,Sigüeiro,-,-
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,21/22,01/07/2021,Ural CF Juv. A,Compostela J. A,-,Libre
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,19/20,01/07/2019,Depor Fút. base,Depor Juvenil A,-,-
Chucas,https://www.transfermarkt.es/chucas/transfers/spieler/839420,19/20,01/07/2019,Depor Fút. base,Depor Juvenil A,-,-
Chumi,https://www.transfermarkt.es/chumi/transfers/spieler/333361,14/15,01/07/2014,Depor Fút. base,Barça Juv. B,-,?
Chumi,https://www.transfermarkt.es/chumi/transfers/spieler/333361,15/16,01/07/2015,Barça Juv. B,Barça Juv A,-,-
Chumi,https://www.transfermarkt.es/chumi/transfers/spieler/333361,18/19,01/07/2018,Barça Juv A,Barcelona B,-,-
Chumi,https://www.transfermarkt.es/chumi/transfers/spieler/333361,20/21,10/09/2020,Barcelona B,UD Almería,1.800.000€,Libre
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,15/16,01/07/2015,Guingamp,Lyon,5.000.000€,6.00 mill. €
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,17/18,29/08/2017,RC Celta,CD Leganés,3.000.000€,Préstamo
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,17/18,30/06/2018,CD Leganés,RC Celta,2.500.000€,Fin de préstamo
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,18/19,30/08/2018,RC Celta,SM Caen,2.500.000€,Préstamo
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,18/19,30/06/2019,SM Caen,RC Celta,2.500.000€,Fin de préstamo
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,19/20,18/01/2020,RC Celta,RC Deportivo,1.500.000€,Libre
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,21/22,18/08/2021,RC Deportivo,US Boulogne,400.000€,Libre
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,22/23,04/02/2023,US Boulogne,US Ivry,-,Libre
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,13/14,01/07/2013,LB Châteauroux,Guingamp,1.000.000€,?
Claudio Beauvue,https://www.transfermarkt.es/claudio-beauvue/transfers/spieler/58818,15/16,16/01/2016,Lyon,RC Celta,5.000.000€,5.00 mill. €
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,18/19,01/01/2019,Desconocido,Retirado,-,-
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,16/17,01/03/2017,Sin equipo,Desconocido,-,-
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,16/17,01/01/2017,Sarmiento de Leones,Sin equipo,-,-
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,15/16,26/01/2016,12 de Octubre,Sarmiento de Leones,400.000€,Libre
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,14/15,01/03/2015,Sin equipo,12 de Octubre,400.000€,-
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,14/15,01/01/2015,Sol de América,Sin equipo,400.000€,-
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,14/15,12/08/2014,Independiente,Sol de América,400.000€,Libre
Claudio Morel,https://www.transfermarkt.es/claudio-morel/transfers/spieler/7924,17/18,01/01/2018,Desconocido,Desconocido,-,Libre
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,19/20,30/01/2020,Nottm Forest,Omonia Nicosia,1.000.000€,Préstamo
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,17/18,31/05/2018,Nottm Forest,Watford,1.500.000€,Fin de préstamo
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,17/18,31/01/2018,Watford,Nottm Forest,1.500.000€,Préstamo
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,17/18,30/01/2018,RC Deportivo,Watford,1.500.000€,Fin de préstamo
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,17/18,01/09/2017,Watford,RC Deportivo,3.000.000€,Préstamo
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,20/21,04/09/2020,Nottm Forest,Denizlispor,800.000€,?
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,20/21,31/03/2021,Denizlispor,Retirado,250.000€,-
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,15/16,19/01/2016,Sunderland,Watford,6.000.000€,?
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,14/15,01/07/2014,Manchester City,Sunderland,2.500.000€,Libre
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,19/20,30/06/2020,Omonia Nicosia,Nottm Forest,800.000€,Fin de préstamo
Costel Pantilimon,https://www.transfermarkt.es/costel-pantilimon/transfers/spieler/47659,18/19,03/07/2018,Watford,Nottm Forest,1.500.000€,?
Cristian Canales,https://www.transfermarkt.es/cristian-canales/transfers/spieler/821072,22/23,01/07/2022,Real Soc. Juv.A,Real Sociedad C,-,-
Cristian Canales,https://www.transfermarkt.es/cristian-canales/transfers/spieler/821072,21/22,01/07/2021,Depor Juvenil A,Real Soc. Juv.A,-,Libre
Cristian Canales,https://www.transfermarkt.es/cristian-canales/transfers/spieler/821072,21/22,01/07/2021,Depor Juvenil A,Real Soc. Juv.A,-,Libre
Cristian Canales,https://www.transfermarkt.es/cristian-canales/transfers/spieler/821072,20/21,01/07/2020,Depor Fút. base,Depor Juvenil A,-,-
Cristian Canales,https://www.transfermarkt.es/cristian-canales/transfers/spieler/821072,20/21,01/07/2020,Depor Fút. base,Depor Juvenil A,-,-
Cristian Canales,https://www.transfermarkt.es/cristian-canales/transfers/spieler/821072,22/23,01/07/2022,Real Soc. Juv.A,Real Sociedad C,-,-
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,17/18,19/10/2017,Granollers,UE La Jonquera,-,Libre
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,14/15,21/08/2014,Bnei Sakhnin,Chennaiyin FC,600.000€,Libre
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,14/15,13/01/2015,Chennaiyin FC,Moghreb Tétouan,200.000€,?
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,15/16,01/07/2015,Moghreb Tétouan,Sin equipo,200.000€,-
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,15/16,01/03/2016,Sin equipo,Ceahlăul,200.000€,-
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,15/16,19/04/2016,Ceahlăul,Sin equipo,200.000€,-
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,16/17,11/11/2016,Sin equipo,Granollers,200.000€,-
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,18/19,07/07/2018,UE La Jonquera,Martinenc,-,Libre
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,13/14,01/07/2013,Cherno More,Bnei Sakhnin,600.000€,Libre
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,21/22,01/07/2021,Gramenet,Retirado,75.000€,-
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,18/19,28/08/2018,Martinenc,FC Ordino,-,Libre
Cristian Hidalgo,https://www.transfermarkt.es/cristian-hidalgo/transfers/spieler/8155,20/21,11/09/2020,FC Ordino,Gramenet,75.000€,Libre
Dani Barcia,https://www.transfermarkt.es/dani-barcia/transfers/spieler/857949,20/21,01/08/2020,Depor Fút. base,Depor Juvenil A,-,-
Dani Barcia,https://www.transfermarkt.es/dani-barcia/transfers/spieler/857949,21/22,01/07/2021,Depor Juvenil A,Depor Fabril,-,-
Dani Barcia,https://www.transfermarkt.es/dani-barcia/transfers/spieler/857949,20/21,01/08/2020,Depor Fút. base,Depor Juvenil A,-,-
Dani Barcia,https://www.transfermarkt.es/dani-barcia/transfers/spieler/857949,21/22,01/07/2021,Depor Juvenil A,Depor Fabril,-,-
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,17/18,01/07/2017,Laracha,Atlético Arteixo,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,19/20,01/02/2020,Atlético Arteixo,Betanzos,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,20/21,01/07/2020,Betanzos,Desconocido,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,15/16,06/07/2015,Laracha,Arosa SC,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,21/22,01/07/2021,Desconocido,Soneira,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,20/21,01/07/2020,Betanzos,Desconocido,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,19/20,01/02/2020,Atlético Arteixo,Betanzos,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,17/18,01/07/2017,Laracha,Atlético Arteixo,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,16/17,01/07/2016,Arosa SC,Laracha,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,21/22,01/07/2021,Desconocido,Soneira,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,16/17,01/07/2016,Arosa SC,Laracha,-,Libre
Dani Bea,https://www.transfermarkt.es/dani-bea/transfers/spieler/45404,15/16,06/07/2015,Laracha,Arosa SC,-,Libre
Dani Ferrol,https://www.transfermarkt.es/dani-ferrol/transfers/spieler/1019382,21/22,01/07/2021,Depor Fút. base,Ferrol Juv. A,-,Libre
Dani Giménez,https://www.transfermarkt.es/dani-gimenez/transfers/spieler/71801,18/19,01/07/2018,Real Betis,RC Deportivo,200.000€,Libre
